date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-10-25 00:00:00,12.8,6,21,,,,7.4,,1016.2,
2021-10-26 00:00:00,14.2,6.9,21.7,,,,7.1,,1020.1,
2021-10-27 00:00:00,14.9,10,20.2,,,,7,,1023.2,
2021-10-28 00:00:00,8.4,6,11.8,5.1,,,7.6,,1025.4,
2021-10-29 00:00:00,8.6,5.7,12.2,0,,,6.7,,1030.2,
2021-10-30 00:00:00,10.7,3.6,18,,,,5.9,,1030.5,
2021-10-31 00:00:00,10.8,7.1,15,,,,6.8,,1031.8,
2021-11-01 00:00:00,10.2,4.8,17,,,,7.3,,1031.5,
2021-11-02 00:00:00,11.2,5,19,,,,8,,1024.7,
2021-11-03 00:00:00,10.9,6,17,,,,5.7,,1019.6,
2021-11-04 00:00:00,6.4,-2.2,10,,,,11.2,,1022.6,
2021-11-05 00:00:00,-0.5,-3.7,3,,,,7.8,,1034.3,
2021-11-06 00:00:00,3,-1.9,8,,,,5.4,,1031.4,
2021-11-07 00:00:00,4.7,-0.6,11,,,,6.8,,1025.9,
2021-11-08 00:00:00,5.6,0,10,,,,5.2,,1026.7,
2021-11-09 00:00:00,7.9,5.4,11.9,,,,5.1,,1027.6,
2021-11-10 00:00:00,8,2,13.1,,,,5.4,,1025.1,
2021-11-11 00:00:00,10.2,5,17,,,,5.8,,1023.8,
2021-11-12 00:00:00,10.2,4,17.7,,,,6.5,,1025.8,
2021-11-13 00:00:00,7.6,4,13.6,,,,6.5,,1024.7,
2021-11-14 00:00:00,6.5,3,9,,,,7.6,,1025.4,
2021-11-15 00:00:00,7.8,5,12,,,,6.8,,1027.8,
2021-11-16 00:00:00,9.8,3,17,,,,6,,1014,
2021-11-17 00:00:00,-1.3,-4,11,18,,,9.7,,1029,
2021-11-18 00:00:00,-1.3,-6,5,,,,7.9,,1032.9,
2021-11-19 00:00:00,0.1,-3.7,5,,,,7.1,,1031.5,
2021-11-20 00:00:00,2.1,-3.2,9.4,,,,6.8,,1019.5,
2021-11-21 00:00:00,7.5,0,16.8,,,,7.8,,1017.3,
2021-11-22 00:00:00,8.6,3,14,,,,7.7,,1024.2,
2021-11-23 00:00:00,11.2,5,19,,,,6.8,,1020.2,
2021-11-24 00:00:00,11.3,6,18.8,,,,6.3,,1018,
2021-11-25 00:00:00,11.6,5,17.8,,,,7.9,,1019.2,
2021-11-26 00:00:00,5.4,2,8,,,,8.7,,1030.2,
2021-11-27 00:00:00,3.6,0.6,9,,,,6.5,,1027.9,
2021-11-28 00:00:00,4.9,-1,13.1,,,,5.1,,1023.7,
2021-11-29 00:00:00,7.3,1,16.6,,,,4.8,,1023.5,
2021-11-30 00:00:00,9.3,3,17.3,,,,5.9,,1022.3,
2021-12-01 00:00:00,12.7,4,21,,,,12.1,,1017.8,
2021-12-02 00:00:00,16.1,10,23,,,,15.8,,1013.1,
2021-12-03 00:00:00,15.4,10,21,,,,7.7,,1016.6,
2021-12-04 00:00:00,8,5.8,10.8,,,,6,,1020.8,
2021-12-05 00:00:00,6.6,3,10,,,,4.9,,1022.8,
2021-12-06 00:00:00,8.1,3,14,,,,5.8,,1022.3,
2021-12-07 00:00:00,9.9,6,16,,,,5,,1023.5,
2021-12-08 00:00:00,7.2,4,11.3,,,,5.4,,1030.2,
2021-12-09 00:00:00,6.2,0,16.1,,,,6.2,,1029.2,
2021-12-10 00:00:00,7.5,-1,16.1,,,,7.2,,1022.1,
2021-12-11 00:00:00,7.9,3,13.5,,,,6.2,,1023.9,
2021-12-12 00:00:00,8,4,11.3,,,,5.6,,1025.5,
2021-12-13 00:00:00,6.6,4,9,1.5,,,6,,1025.1,
2021-12-14 00:00:00,3.3,2.3,6,6.4,,,10.6,,1029.7,
2021-12-15 00:00:00,3,2,4,0.8,,,6.7,,1035.4,
2021-12-16 00:00:00,2.8,-0.2,6,,,,7.3,,1033.2,
2021-12-17 00:00:00,2.9,-2,10.8,,,,4.9,,1025.7,
2021-12-18 00:00:00,7.2,0,16,,,,5.6,,1017.6,
2021-12-19 00:00:00,7.7,3,11.2,,,,8.5,,1015.5,
2021-12-20 00:00:00,10,5,15.3,,,,8.2,,1021.6,
2021-12-21 00:00:00,10.9,6,17,,,,12.6,,1014.8,
2021-12-22 00:00:00,12.2,8,17.1,,,,10,,1012.7,
2021-12-23 00:00:00,9.3,5.7,13,,,,9.1,,1020.3,
2021-12-24 00:00:00,6.2,2,11,,,,5.9,,1020.6,
2021-12-25 00:00:00,6.4,3,10,,,,8.8,,1018.5,
2021-12-26 00:00:00,0.7,-2,7,24.9,,,7.3,,1024.5,
2021-12-27 00:00:00,-1,-3.3,1,,,,5.4,,1032.6,
2021-12-28 00:00:00,-0.6,-6.1,6,,,,5.4,,1029,
2021-12-29 00:00:00,1.4,-3,8.4,,,,6.2,,1023.3,
2021-12-30 00:00:00,2.6,-4,12.2,,,,5.6,,1022.2,
2021-12-31 00:00:00,8,2,14,,,,11.4,,1021.2,
2022-01-01 00:00:00,7,3,9.4,,,,7.3,,1019.1,
2022-01-02 00:00:00,7.8,4,12,1,,,6.2,,1018.3,
2022-01-03 00:00:00,9.3,7,12.1,1,,,12.8,,1008.8,
2022-01-04 00:00:00,5.9,3,10,13,,,10,,1013.6,
2022-01-05 00:00:00,5,3,8,,,,6.4,,1016,
2022-01-06 00:00:00,5.1,3.8,6,,,,7.6,,1020.7,
2022-01-07 00:00:00,3.6,1.3,7,4.1,,,8.2,,1028,
2022-01-08 00:00:00,2.9,-0.3,8.2,,,,5.9,,1024,
2022-01-09 00:00:00,1.5,-1,6,,,,6,,1027.5,
2022-01-10 00:00:00,0.7,0,3,,,,6,,1026.6,
2022-01-11 00:00:00,2.8,-2,11.2,,,,6.6,,1022.8,
2022-01-12 00:00:00,7.3,1,15.4,,,,7.9,,1016.5,
2022-01-13 00:00:00,6.9,6,8.6,0,,,7.7,,1018.4,
2022-01-14 00:00:00,10.5,5,17,,,,9.2,,1012.7,
2022-01-15 00:00:00,11.4,9.5,14,0,,,13.8,,1007.3,
2022-01-16 00:00:00,11.2,9,13,1.8,,,11.4,,1010.4,
2022-01-17 00:00:00,6.8,5.6,8.5,9.4,,,8,,1016.7,
2022-01-18 00:00:00,8.6,5,13,,,,7.2,,1016.2,
2022-01-19 00:00:00,4.6,1.8,8,4.1,,,13.6,,1016,
2022-01-20 00:00:00,4.2,0,10,,,,6.8,,1020.7,
2022-01-21 00:00:00,4,-2,10,,,,6.9,,1008.7,
2022-01-22 00:00:00,2.1,0,3.1,,,,7.4,,1022,
2022-01-23 00:00:00,1.4,-0.4,2,0.3,,,8.3,,1025,
2022-01-24 00:00:00,2.3,-1.2,6,,,,7.4,,1024,
2022-01-25 00:00:00,1.7,-2,7,,,,7.8,,1023.4,
2022-01-26 00:00:00,1.5,-2.3,7,,,,5.4,,1026.8,
2022-01-27 00:00:00,5,1,11.4,,,,10,,1021.9,
2022-01-28 00:00:00,6.8,3,11,,,,10.6,,1012.2,
2022-01-29 00:00:00,4.9,2,8,,,,9.7,,1024.3,
2022-01-30 00:00:00,4.3,0.6,9.3,,,,9.2,,1022.8,
2022-01-31 00:00:00,2.6,0.8,7,,,,7.7,,1021.7,
2022-02-01 00:00:00,5.6,-1,14,,,,7,,1021.3,
2022-02-02 00:00:00,5.8,2,9.3,,,,8.8,,1019.5,
2022-02-03 00:00:00,4.6,-1,11,,,,6.5,,1028.2,
2022-02-04 00:00:00,6.3,1,13,,,,10.5,,1019,
2022-02-05 00:00:00,7.8,-1,17,,,,10.5,,1006.6,
2022-02-06 00:00:00,4.8,2.1,12.6,22.1,,,11.3,,1010.3,
2022-02-07 00:00:00,3.4,0.5,6,,,,9.4,,1024.1,
2022-02-08 00:00:00,3.8,0.7,8,5.1,,,8.4,,1021,
2022-02-09 00:00:00,3.9,0.3,8,4.1,,,5.7,,1024.3,
2022-02-10 00:00:00,5.1,0,11,,,,10.3,,1024.4,
2022-02-11 00:00:00,8.6,4.8,14.4,,,,10.6,,1019.3,
2022-02-12 00:00:00,3.3,1.1,7.5,17,,,9.3,,1024.7,
2022-02-13 00:00:00,3.8,1.9,6,,,,6.3,,1024.5,
2022-02-14 00:00:00,3.4,-0.3,7,2,,,8.8,,1025.3,
2022-02-15 00:00:00,1.3,-2.7,6,,,,8.6,,1030.5,
2022-02-16 00:00:00,2.4,-0.4,6,,,,6.2,,1027.7,
2022-02-17 00:00:00,3.6,-1.5,10,,,,8,,1025,
2022-02-18 00:00:00,5.6,-1,13,,,,9.5,,1021.1,
2022-02-19 00:00:00,8.1,1,17,,,,8,,1019.8,
2022-02-20 00:00:00,10.5,2,18,,,,9.2,,1021.7,
2022-02-21 00:00:00,11.2,6,17,,,,10.8,,1015.6,
2022-02-22 00:00:00,9.1,3,14,,,,8.2,,1012.3,
2022-02-23 00:00:00,9.9,5,15,,,,7,,1020.7,
2022-02-24 00:00:00,10.2,6,15,,,,7.7,,1022.9,
2022-02-25 00:00:00,9.5,5,15,,,,6.3,,1025.5,
2022-02-26 00:00:00,10.2,5,15.4,,,,7.2,,1022.6,
2022-02-27 00:00:00,12.2,5,20,,,,8.6,,1018,
2022-02-28 00:00:00,11.9,7,16.5,0.8,,,11.5,,1019.4,
2022-03-01 00:00:00,9.8,7.5,14.1,0.3,,,9.8,,1023.3,
2022-03-02 00:00:00,9.9,5,15,,,,6.6,,1024.5,
2022-03-03 00:00:00,12.2,6,20,,,,7.1,,1019.7,
2022-03-04 00:00:00,15.2,7,22,,,,11.7,,1012.7,
2022-03-05 00:00:00,13.5,9.6,17,,,,9.6,,1010.9,
2022-03-06 00:00:00,10.4,7,15.4,5.6,,,10.3,,1012.6,
2022-03-07 00:00:00,7.9,5.5,13.5,18,,,10.6,,1016.4,
2022-03-08 00:00:00,7.4,4.5,10,,,,6.9,,1017.2,
2022-03-09 00:00:00,9.7,7.7,16,11.9,,,11.2,,1012.7,
2022-03-10 00:00:00,11.3,5,18,,,,8.3,,1015.3,
2022-03-11 00:00:00,11.9,10.2,16,10.9,,,11.2,,1011.7,
2022-03-12 00:00:00,14,9.1,20,27.9,,,8.3,,1010.2,
2022-03-13 00:00:00,11.8,10,13,16,,,7.4,,1017.6,
2022-03-14 00:00:00,10.7,7.7,14,8.1,,,9.7,,1020.3,
2022-03-15 00:00:00,6.3,5.3,9,16,,,8,,1022.1,
2022-03-16 00:00:00,8.5,4,14,2,,,8.2,,1015.5,
2022-03-17 00:00:00,8,5,13,7.9,,,11.7,,1013.3,
2022-03-18 00:00:00,2,0,4,18,,,7.9,,1027.3,
2022-03-19 00:00:00,3.7,0.2,6,,,,6.2,,1028,
2022-03-20 00:00:00,5.2,1.9,9,,,,6.8,,1025.9,
2022-03-21 00:00:00,6.3,0,13,,,,10.8,,1021.2,
2022-03-22 00:00:00,7.3,4,11,,,,7.6,,1020.4,
2022-03-23 00:00:00,3.4,0.5,8,10.4,,,7.9,,1024.8,
2022-03-24 00:00:00,3.9,1.8,6.1,12.2,,,6.8,,1026.9,
2022-03-25 00:00:00,9.3,2,17,,,,7.7,,1017.8,
2022-03-26 00:00:00,12.3,7.8,18,1,,,14.9,,1010,
2022-03-27 00:00:00,9.6,5,13,,,,7.6,,1022.1,
2022-03-28 00:00:00,10.9,5,17,,,,8.5,,1018.8,
2022-03-29 00:00:00,6.5,3.3,10,,,,11.5,,1028.6,
2022-03-30 00:00:00,9.2,1,17,,,,10.3,,1031,
2022-03-31 00:00:00,13.5,5,22,,,,7.9,,1022.8,
2022-04-01 00:00:00,16.6,8,25,,,,8.2,,1020,
2022-04-02 00:00:00,16.8,11,23,,,,7.7,,1021.9,
2022-04-03 00:00:00,17.7,10,26,,,,9.2,,1018.5,
2022-04-04 00:00:00,19.6,12,27,,,,7.8,,1014.2,
2022-04-05 00:00:00,22.1,14,30.2,,,,9,,1015,
2022-04-06 00:00:00,23.8,16,32.2,,,,12.7,,1012.5,
2022-04-07 00:00:00,22.3,14,28,,,,10,,1012.7,
2022-04-08 00:00:00,22.4,17,29,,,,9.7,,1010.6,
2022-04-09 00:00:00,23.8,18,29.6,,,,10.9,,1010,
2022-04-10 00:00:00,22.8,16,29,,,,8.6,,1012.3,
2022-04-11 00:00:00,23.2,18,29,,,,11.7,,1006.9,
2022-04-12 00:00:00,21.3,18,26,,,,9.9,,1011.1,
2022-04-13 00:00:00,21.1,14.8,27,,,,9.7,,1010.6,
2022-04-14 00:00:00,21.2,13,27,,,,6.6,,1012.7,
2022-04-15 00:00:00,21.4,14,28,,,,7.4,,1013.2,
2022-04-16 00:00:00,22.3,12,31,,,,8,,1010.9,
2022-04-17 00:00:00,22.8,16,29.5,,,,8.6,,1008.8,
2022-04-18 00:00:00,22.7,16,29,,,,7.9,,1010.2,
2022-04-19 00:00:00,20.2,16.6,25.2,0,,,9.4,,1013.7,
2022-04-20 00:00:00,16.2,13.9,19.6,3,,,8,,1014.8,
2022-04-21 00:00:00,17.3,12.6,22,,,,7.1,,1015.1,
2022-04-22 00:00:00,19.7,12.9,26,,,,6.8,,1014.4,
2022-04-23 00:00:00,21.9,14.1,28.3,,,,9.5,,1013.1,
2022-04-24 00:00:00,19.3,16,25,4.1,,,11.5,,1014.2,
2022-04-25 00:00:00,18.7,14,24,,,,9.8,,1017.3,
2022-04-26 00:00:00,19.8,12.9,26,,,,8.8,,1015.7,
2022-04-27 00:00:00,21.5,16.2,27,,,,10,,1016.6,
2022-04-28 00:00:00,22.4,14.4,30,,,,9,,1013,
2022-04-29 00:00:00,24.3,20,31,,,,7.7,,1013.2,
2022-04-30 00:00:00,25.9,17.7,32,1,,,9.1,,1011.3,
2022-05-01 00:00:00,27.2,20,34,,,,12.1,,1005.6,
2022-05-02 00:00:00,26,19.8,31.6,,,,12.3,,1002.8,
2022-05-03 00:00:00,20.6,18.3,25.2,2,,,9.6,,1006.3,
2022-05-04 00:00:00,20.9,17.5,25,,,,8.2,,1011.1,
2022-05-05 00:00:00,22.7,16.5,28,,,,9.1,,1013.1,
2022-05-06 00:00:00,22.8,17.6,29,,,,6.8,,1012.7,
2022-05-07 00:00:00,25.8,17.8,32,,,,9.6,,1013.6,
2022-05-08 00:00:00,27.4,19.6,35,,,,9.6,,1009.9,
2022-05-09 00:00:00,27.9,20,35,,,,10.8,,1005.5,
2022-05-10 00:00:00,19.2,14.9,22,13,,,13.1,,1014.4,
2022-05-11 00:00:00,21.7,16.5,26,,,,10.2,,1016.5,
2022-05-12 00:00:00,22.2,14.9,29,,,,9.4,,1013.7,
2022-05-13 00:00:00,20,15.8,25,,,,9.6,,1012.5,
2022-05-14 00:00:00,15.7,13,18,3,,,9.6,,1016.6,
2022-05-15 00:00:00,19.5,12,26,,,,7.1,,1017.4,
2022-05-16 00:00:00,23,14.6,30,,,,7.9,,1012.6,
2022-05-17 00:00:00,25.2,18.3,31,,,,10.9,,1008.3,
2022-05-18 00:00:00,23.8,19.1,29,,,,11.1,,1010.8,
2022-05-19 00:00:00,26.4,18.3,31,99.1,,,12.8,,1012,
2022-05-20 00:00:00,23.6,19,29.5,0,,,9.7,,1009.6,
2022-05-21 00:00:00,25.3,18.8,32,,,,13.7,,1006.9,
2022-05-22 00:00:00,15,13,18.2,19.1,,,14.3,,1016.6,
2022-05-23 00:00:00,16.9,9.5,22,,,,8.1,,1014,
2022-05-24 00:00:00,22.6,13.3,30,,,,8.8,,1006.9,
2022-05-25 00:00:00,26.1,16,35,,,,9.2,,1007.8,
2022-05-26 00:00:00,27.4,20.2,33,,,,9.6,,1009.7,
2022-05-27 00:00:00,22.6,18,28,,,,12.6,,1011.2,
2022-05-28 00:00:00,19.4,14.9,23.3,1.6,,,10.3,,1018.9,
2022-05-29 00:00:00,20.1,13.3,25,0,,,12,,1019.9,
2022-05-30 00:00:00,19.5,12.8,25,0,,,10.4,,1016,
2022-05-31 00:00:00,22.9,14.5,29,0,,,8.8,,1014.5,
2022-06-01 00:00:00,25.2,17.1,32,0,,,9.9,,1012.5,
2022-06-02 00:00:00,26.3,18.2,33.2,0,,,10.8,,1011.5,
2022-06-03 00:00:00,25.8,20,31,0.4,,,15.7,,1009.8,
2022-06-04 00:00:00,25.2,17,30,0,,,9.3,,1014.1,
2022-06-05 00:00:00,26.6,17.4,32.4,0,,,8.8,,1011.9,
2022-06-06 00:00:00,27.8,18.7,34,0,,,9.1,,1009.3,
2022-06-07 00:00:00,29,20,36,0,,,10,,1007.1,
2022-06-08 00:00:00,29.5,21.2,36.3,0,,,9.6,,1006.7,
2022-06-09 00:00:00,30.7,21.7,37.2,0,,,9.9,,1005,
2022-06-10 00:00:00,30.7,24,37,0,,,13.6,,1003.8,
2022-06-11 00:00:00,29.4,22.8,37,0.2,,,13.2,,1005,
2022-06-12 00:00:00,24.1,19,29,0,,,7.9,,1007.5,
2022-06-13 00:00:00,26.2,19.5,32.7,0,,,7.7,,1008.2,
2022-06-14 00:00:00,29.3,21.4,36,0,,,10,,1007.5,
2022-06-15 00:00:00,30.2,21.6,37,0,,,9.8,,1005.9,
2022-06-16 00:00:00,30.4,23.5,36.8,0,,,11.8,,1005.2,
2022-06-17 00:00:00,28.1,23.2,36.4,5.1,,,12.3,,1006.5,
2022-06-18 00:00:00,29.1,21.3,36,0,,,9.7,,1006.3,
2022-06-19 00:00:00,28.9,21.6,36,0.4,,,14.2,,1005.2,
2022-06-20 00:00:00,20.8,17,26.4,15,,,11.6,,1007.3,
2022-06-21 00:00:00,23.3,15.8,29,0.2,,,9,,1006.4,
2022-06-22 00:00:00,24.2,18.1,29,0,,,7.2,,1003.9,
2022-06-23 00:00:00,27.7,20.4,33.1,0,,,12.8,,1005.8,
2022-06-24 00:00:00,29.6,21,36,0,,,8.2,,1006.2,
2022-06-25 00:00:00,30.8,23.3,37,0,,,8.4,,1005.2,
2022-06-26 00:00:00,32,23.5,39,0,,,9.7,,1004,
2022-06-27 00:00:00,33.7,25.9,40,0,,,11.8,,1004,
2022-06-28 00:00:00,33.8,23.6,41,0,,,10.2,,1004.1,
2022-06-29 00:00:00,33.6,24.8,41.2,0,,,9.6,,1002,
2022-06-30 00:00:00,32.4,27,38,0,,,11.4,,1002.3,
2022-07-01 00:00:00,30.2,22.6,35.1,0,,,12.4,,1006.6,
2022-07-02 00:00:00,29.6,18.9,37,0,,,9,,1004.9,
2022-07-03 00:00:00,32.3,23.1,39,0,,,13.8,,1000.1,
2022-07-04 00:00:00,31.1,25,37,0,,,13.6,,1000,
2022-07-05 00:00:00,23.2,20.3,27.7,0,,,9.4,,1010.4,
2022-07-06 00:00:00,26,17.7,32,0,,,7.4,,1008.6,
2022-07-07 00:00:00,27.5,20.5,32.2,0,,,7.4,,1011.7,
2022-07-08 00:00:00,27.4,18.8,33,0,,,10.6,,1009.8,
2022-07-09 00:00:00,27.6,19.5,33.1,0,,,8.8,,1006.7,
2022-07-10 00:00:00,27.6,18.6,33.2,0,,,9.3,,1004.5,
2022-07-11 00:00:00,28.4,19.7,34,0,,,9.3,,1006,
2022-07-12 00:00:00,28,19.6,33.4,0,,,8.3,,1007,
2022-07-13 00:00:00,28.8,20.8,35,0,,,10,,1007.5,
2022-07-14 00:00:00,30.3,22,36.2,0,,,9,,1005.8,
2022-07-15 00:00:00,31.3,23,39.2,0,,,9,,1005,
2022-07-16 00:00:00,32.2,23.4,40.3,0,,,8.1,,1005.2,
2022-07-17 00:00:00,32.5,22.9,41,0,,,9,,1005.7,
2022-07-18 00:00:00,32.7,23,41,0,,,10.8,,1005.2,
2022-07-19 00:00:00,31.4,22.3,39,0,,,11.7,,1005.4,
2022-07-20 00:00:00,32,23,40.5,0,,,9.6,,1003.6,
2022-07-21 00:00:00,33,23.6,41,0,,,10.2,,999.5,
2022-07-22 00:00:00,34,24.3,42.2,0,,,8.5,,999,
2022-07-23 00:00:00,34,25.3,42,0,,,7.6,,997.7,
2022-07-24 00:00:00,34.3,26.2,41,0,,,9.4,,999,
2022-07-25 00:00:00,33.6,25.3,41,0,,,8.6,,1001.7,
2022-07-26 00:00:00,34.2,26,42,0,,,8.6,,1002.7,
2022-07-27 00:00:00,32.8,26.5,39.5,0,,,10,,1004.5,
2022-07-28 00:00:00,31.6,26.7,36,0,,,13.2,,1006.2,
2022-07-29 00:00:00,31,22.6,36,0,,,11.7,,1007.3,
2022-07-30 00:00:00,29.6,25,33.5,0,,,11.7,,1006.8,
2022-07-31 00:00:00,28.6,20.3,34,0,,,8.8,,1005.2,
2022-08-01 00:00:00,29.1,21.2,34.1,0,,,10.1,,1004.6,
2022-08-02 00:00:00,26.8,21.3,32,0.3,,,9.7,,1005.5,
2022-08-03 00:00:00,27,20.2,32.7,0,,,6.5,,1007.1,
2022-08-04 00:00:00,27.5,21.1,33.3,0,,,4.3,,1006.9,
2022-08-05 00:00:00,28.1,20.8,34.4,0,,,4.8,,1005.4,
2022-08-06 00:00:00,28.1,21.2,33.9,0,,,4.7,,1004.2,
2022-08-07 00:00:00,28.5,21.5,34.3,0,,,5.3,,1002.3,
2022-08-08 00:00:00,29.3,22.3,36,0,,,7.8,,1004.2,
2022-08-09 00:00:00,29.6,21.8,35,0,,,9.1,,1006.3,
2022-08-10 00:00:00,29.1,23.8,33,0,,,11.7,,1008.2,
2022-08-11 00:00:00,27.8,21.2,33,0,,,11.7,,1008.8,
2022-08-12 00:00:00,27.6,19,34.5,0,,,8.2,,1009.2,
2022-08-13 00:00:00,28.6,20,36.6,0,,,8.5,,1007.5,
2022-08-14 00:00:00,29.2,21.8,37,0,,,8.4,,1004.6,
2022-08-15 00:00:00,30.4,21.8,38,0,,,8.4,,1003.3,
2022-08-16 00:00:00,29.8,22,37.1,0,,,8.6,,1004.8,
2022-08-17 00:00:00,30.4,23.7,37,0,,,9.5,,1005.5,
2022-08-18 00:00:00,25.7,19,33,0,,,8.6,,1006.2,
2022-08-19 00:00:00,26.5,19,34.5,0,,,9.3,,1006.4,
2022-08-20 00:00:00,23.7,17,31,0,,,9.7,,1008.5,
2022-08-21 00:00:00,20.5,13,28.3,0,,,8.6,,1010.6,
2022-08-22 00:00:00,22.5,14.6,30,0,,,8.5,,1009.8,
2022-08-23 00:00:00,24,15.4,32,0,,,8.4,,1010.8,
2022-08-24 00:00:00,24.4,16,31,0,,,8.8,,1011.6,
2022-08-25 00:00:00,25,17,32,0,,,9.3,,1012.7,
2022-08-26 00:00:00,25.8,17.6,32,0,,,7.4,,1013.7,
2022-08-27 00:00:00,25.8,17,33,0,,,8.4,,1011.5,
2022-08-28 00:00:00,25.5,17.7,32.4,0,,,11.2,,1011.6,
2022-08-29 00:00:00,26.3,18.6,32.6,0,,,8.2,,1013,
2022-08-30 00:00:00,26.6,18.8,33.8,0,,,9.1,,1014,
2022-08-31 00:00:00,25.8,17.8,33.2,0,,,7.2,,1013.4,
2022-09-01 00:00:00,26.2,17.9,34,0,,,8.2,,1013,
2022-09-02 00:00:00,27,18.6,35.2,0,,,8.4,,1013.1,
2022-09-03 00:00:00,27.5,19,37,0,,,8,,1011.3,
2022-09-04 00:00:00,27.6,19,35.3,0,,,8.4,,1006.6,
2022-09-05 00:00:00,28.1,19,37,0,,,8.6,,1003.7,
2022-09-06 00:00:00,28.6,20.6,37,0,,,9.4,,1005.9,
2022-09-07 00:00:00,29.3,21,37,0,,,11.4,,1009.4,
2022-09-08 00:00:00,25,18,32.4,0,,,7.8,,1014.5,
2022-09-09 00:00:00,25.4,19.1,32,0,,,8.8,,1015,
2022-09-10 00:00:00,26.3,19.2,33,0,,,7.6,,1010.3,
2022-09-11 00:00:00,20.5,15,24,0,,,13.8,,1015.9,
2022-09-12 00:00:00,18.8,11.4,24,0,,,9.9,,1017.4,
2022-09-13 00:00:00,20.2,11,29,0,,,7.4,,1014.3,
2022-09-14 00:00:00,22.7,13.5,31,0,,,7.9,,1011.1,
2022-09-15 00:00:00,23.7,15,32,0,,,8.3,,1009.3,
2022-09-16 00:00:00,22.9,15.6,29.7,0,,,8.5,,1009.9,
2022-09-17 00:00:00,23.2,14.9,30.5,0,,,7.3,,1009.8,
2022-09-18 00:00:00,25.7,20,32,0,,,8.2,,1012.4,
2022-09-19 00:00:00,25.5,17.4,33,0,,,8.3,,1011.8,
2022-09-20 00:00:00,24.9,17.1,32.2,0,,,7.9,,1010,
2022-09-21 00:00:00,25,18.9,32.2,0,,,8.3,,1010.6,
2022-09-22 00:00:00,26,18.5,34,0,,,9.6,,1011.5,
2022-09-23 00:00:00,24.1,17,32,0,,,8.5,,1010.2,
2022-09-24 00:00:00,24.5,16.2,32.3,0,,,7.4,,1010.1,
2022-09-25 00:00:00,24.1,17,32,0,,,8.8,,1011.1,
2022-09-26 00:00:00,24.8,16,32.8,0,,,9.5,,1015.4,
2022-09-27 00:00:00,20.7,14,26,0,,,9.5,,1018.1,
2022-09-28 00:00:00,19.6,13.4,25,0,,,10.8,,1015.8,
2022-09-29 00:00:00,19.5,12.4,26,0,,,7,,1013.1,
2022-09-30 00:00:00,18.6,15,24.2,0,,,7,,1014,
2022-10-01 00:00:00,17.6,14,22,0,,,7.1,,1016.9,
2022-10-02 00:00:00,16,10,22.2,0,,,7.3,,1016.8,
2022-10-03 00:00:00,16.9,12.7,22.3,0,,,7,,1015.5,
2022-10-04 00:00:00,18,9.9,25.2,0,,,9.4,,1019.8,
2022-10-05 00:00:00,15.9,9.8,22,0,,,7.4,,1022.3,
2022-10-06 00:00:00,15.9,8.7,23.2,0,,,8,,1021,
2022-10-07 00:00:00,16.7,9.7,24.1,0,,,7.7,,1020.9,
2022-10-08 00:00:00,17.9,10,26,0,,,8,,1021.9,
2022-10-09 00:00:00,17.3,11,24.5,0,,,8.7,,1022.3,
2022-10-10 00:00:00,15.4,8,23,0,,,7.3,,1021.9,
2022-10-11 00:00:00,16.5,8.5,25,0,,,8.2,,1017.7,
2022-10-12 00:00:00,16.2,8,25,0,,,7.1,,1017.5,
2022-10-13 00:00:00,17.9,10.4,26.2,0,,,7.7,,1020.2,
2022-10-14 00:00:00,19.7,12.8,27,0,,,9.6,,1020,
2022-10-15 00:00:00,18.8,11,26.5,0,,,7.4,,1019.7,
2022-10-16 00:00:00,18.7,12,27,0,,,7.9,,1020.4,
2022-10-17 00:00:00,17.3,13,21.4,0.7,,,5.6,,1023.2,
2022-10-18 00:00:00,13.4,10.6,15.7,2,,,7.7,,1023.2,
2022-10-19 00:00:00,8.6,6.2,12,0.8,,,9.5,,1024.6,
2022-10-20 00:00:00,10.5,4,18,0,,,9.3,,1026.6,
2022-10-21 00:00:00,13.8,6,23,0,,,6.9,,1019.7,
2022-10-22 00:00:00,20,13,27.6,0,,,8.8,,1017.9,
2022-10-23 00:00:00,10.8,8.4,12.4,7.9,,,9.9,,1027.2,
2022-10-24 00:00:00,10.6,9.7,11.7,5.3,,,4,,1021.2,
2022-10-25 00:00:00,13.7,9.6,20.3,4.1,,,6.2,,1017,
2022-10-26 00:00:00,12.8,9.4,16.2,17,,,8.4,,1024.4,
2022-10-27 00:00:00,12.2,9.4,16,0.3,,,6.1,,1027.6,
2022-10-28 00:00:00,13.1,8.2,18,0,,,8.9,,1023.5,
2022-10-29 00:00:00,15.4,10.3,20,0.5,,,10.2,,1020.7,
2022-10-30 00:00:00,11.2,10.6,12,14,,,8,,1021.9,
2022-10-31 00:00:00,12,8.8,17,0,,,5.9,,1023.2,
2022-11-01 00:00:00,14.4,6.7,23,0,,,5.4,,1015.7,
2022-11-02 00:00:00,11.2,10,18,18,,,9.2,,1017.8,
2022-11-03 00:00:00,12.5,8,17.1,0,,,5.7,,1019.2,
2022-11-04 00:00:00,12.8,11,16.6,3,,,9.1,,1016.3,
2022-11-05 00:00:00,13,10,16.8,2.9,,,5.7,,1020.4,
2022-11-06 00:00:00,12.5,8,18,10.2,,,9.4,,1018,
